dbn,school_name,school_type,enrollment,survey_pp_ri,survey_pp_ct,survey_pp_se,survey_pp_es,survey_pp_sf,survey_pp_tr,qr_1_1,qr_1_2,qr_2_2,qr_3_4,qr_4_2,qr_1_4,qr_1_3,qr_3_1,qr_4_1,qr_5_1,dates_of_review,rating_ela_grade_8_pct_rs,rating_mth_grade_8_pct_rs,gender_female_pct,gender_male_pct,ell,iep,cap_sc_pct,borough,year,total_enrollment,grade_3k,grade_pk_half_day_full_day,grade_k,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,female,female_1,male,male_1,asian,asian_1,black,black_1,hispanic,hispanic_1,multi_racial,multi_racial_1,native_american,native_american_1,white,white_1,missing_race_ethnicity_data,missing_race_ethnicity_data_1,students_with_disabilities,students_with_disabilities_1,english_language_learners,english_language_learners_1,poverty,poverty_1,economic_need_index
22K405,Midwood High School,High School,4054,0.75,0.7,0.71,0.71,0.77,0.81,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,Proficient,2018-02-01T00:00:00.000,3.51,3.56,0.561,0.439,0.026,0.126,0.023,Brooklyn,2017-18,4058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,1109.0,993.0,816.0,2284.0,0.563,1774.0,0.437,1447.0,0.357,1107.0,0.273,509.0,0.125,12.0,0.003,14.0,0.003,894.0,0.22,75.0,0.018,437.0,0.108,130.0,0.032,,0.753,0.659
22K425,James Madison High School,High School,3878,0.77,0.88,0.73,0.89,0.84,0.9,Proficient,Developing,Developing,Well Developed,Developing,Developing,Proficient,Proficient,Developing,Developing,2017-11-01T00:00:00.000,3.09,3.09,0.423,0.577,0.111,0.152,0.039,Brooklyn,2017-18,3657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156.0,1000.0,760.0,741.0,1563.0,0.427,2094.0,0.573,723.0,0.198,619.0,0.169,638.0,0.174,11.0,0.003,21.0,0.006,1633.0,0.447,12.0,0.003,546.0,0.149,511.0,0.14,,0.774,0.6629999999999999
22K535,Leon M. Goldstein High School for the Sciences,High School,977,0.72,0.86,0.78,0.86,0.74,0.85,Proficient,Proficient,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,2016-11-01T00:00:00.000,3.76,3.96,0.553,0.447,0.007,0.175,0.028,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22K555,Brooklyn College Academy,High School,652,0.85,0.92,0.81,0.92,0.86,0.92,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,No Data,No Data,No Data,No Data,No Data,2016-01-12T00:00:00.000,3.46,3.48,0.656,0.344,0.006,0.153,0.0,Brooklyn,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22K611,Origins High School,High School,407,0.7,0.87,0.73,0.84,0.87,0.94,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,2018-03-01T00:00:00.000,2.78,2.52,0.494,0.506,0.27,0.115,0.0,Brooklyn,2017-18,427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,116.0,107.0,113.0,217.0,0.508,210.0,0.492,62.0,0.145,156.0,0.365,88.0,0.206,1.0,0.002,2.0,0.005,117.0,0.274,1.0,0.002,63.0,0.148,96.0,0.225,331.0,0.775,0.8140000000000001
23K493,Brooklyn Collegiate: A College Board School,High School,305,,,,0.95,0.96,0.98,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,2018-04-01T00:00:00.000,2.66,2.33,0.479,0.521,0.062,0.243,0.003,Brooklyn,2017-18,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,70.0,64.0,62.0,115.0,0.424,156.0,0.576,3.0,0.011,228.0,0.841,34.0,0.125,0.0,0.0,4.0,0.015,2.0,0.007,0.0,0.0,74.0,0.273,18.0,0.066,257.0,0.948,0.81
23K514,Frederick Douglass Academy VII High School,High School,140,0.85,0.91,0.76,0.98,0.92,0.93,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2017-05-01T00:00:00.000,2.46,2.28,0.493,0.507,0.029,0.307,0.014,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23K644,Eagle Academy for Young Men II,High School,358,0.98,0.99,1.0,0.97,0.92,0.94,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Well Developed,2019-11-01T00:00:00.000,2.49,2.97,0.0,1.0,0.008,0.265,0.0,Brooklyn,2019-20,635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,97.0,96.0,97.0,85.0,79.0,97.0,0.0,0.0,635.0,1.0,2.0,0.003,560.0,0.882,61.0,0.096,1.0,0.002,5.0,0.008,3.0,0.005,3.0,0.005,188.0,0.296,3.0,0.005,505.0,0.795,0.768
23K697,Teachers Preparatory High School,High School,163,0.71,0.87,0.66,,,0.77,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Developing,Proficient,Developing,2017-04-01T00:00:00.000,2.23,2.01,0.423,0.577,0.104,0.436,0.11,Brooklyn,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24Q236,International High School for Health Sciences,High School,291,0.73,0.83,0.78,0.83,0.92,0.87,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,2017-03-01T00:00:00.000,2.14,2.27,0.519,0.481,0.739,0.045,0.0,Queens,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24Q264,Academy of Finance and Enterprise,High School,677,0.82,0.91,0.79,0.89,0.86,0.91,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,2019-12-01T00:00:00.000,3.2,3.35,0.505,0.495,0.034,0.118,0.001,Queens,2019-20,677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,183.0,181.0,153.0,342.0,0.505,335.0,0.495,163.0,0.241,22.0,0.032,362.0,0.535,0.0,0.0,9.0,0.013,98.0,0.145,23.0,0.034,82.0,0.121,34.0,0.05,561.0,0.8290000000000001,0.7120000000000001
24Q267,High School of Applied Communication,High School,408,0.71,0.83,0.61,0.82,0.89,0.81,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2019-05-01T00:00:00.000,2.79,2.55,0.441,0.559,0.061,0.174,0.0,Queens,2018-19,407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,131.0,72.0,82.0,197.0,0.484,210.0,0.516,59.0,0.145,33.0,0.081,251.0,0.617,3.0,0.007,0.0,0.0,53.0,0.13,8.0,0.02,70.0,0.172,28.0,0.069,308.0,0.757,0.6729999999999999
24Q293,Civic Leadership Academy,High School,646,0.76,0.76,0.77,0.75,0.81,0.83,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,2019-12-01T00:00:00.000,3.11,2.97,0.529,0.471,0.067,0.159,0.034,Queens,2019-20,646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,193.0,140.0,128.0,342.0,0.529,304.0,0.471,103.0,0.159,29.0,0.045,458.0,0.709,0.0,0.0,1.0,0.002,27.0,0.042,28.0,0.043,108.0,0.167,43.0,0.067,529.0,0.8190000000000001,0.805
24Q296,Pan American International High School,High School,433,0.83,0.9,0.81,0.87,0.92,0.94,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Proficient,2017-05-01T00:00:00.000,1.87,1.95,0.439,0.561,0.769,0.018,0.0,Queens,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24Q299,Bard High School Early College Queens,High School,637,0.9,0.82,0.85,0.86,0.87,0.92,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,No Data,No Data,No Data,No Data,No Data,2015-04-22T00:00:00.000,3.93,4.15,0.639,0.361,0.003,0.085,0.0,Queens,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24Q455,Newtown High School,High School,1657,0.78,0.88,0.7,0.9,0.86,0.91,Proficient,Proficient,Developing,Well Developed,Proficient,Proficient,Well Developed,Proficient,Developing,Proficient,2018-03-01T00:00:00.000,2.71,2.59,0.406,0.594,0.233,0.147,0.03,Queens,2017-18,1921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.0,496.0,436.0,510.0,751.0,0.391,1170.0,0.609,509.0,0.265,143.0,0.074,1118.0,0.582,2.0,0.001,24.0,0.012,108.0,0.056,17.0,0.009,235.0,0.122,428.0,0.223,,0.815,0.8009999999999999
24Q485,Grover Cleveland High School,High School,1683,0.77,0.85,0.76,0.81,0.77,0.85,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,2017-03-01T00:00:00.000,2.68,2.58,0.453,0.547,0.16,0.202,0.071,Queens,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24Q520,Middle College High School at LaGuardia Community,High School,507,0.87,0.77,0.8,0.8,0.81,0.81,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2017-11-01T00:00:00.000,3.02,2.99,0.548,0.452,0.012,0.16,0.0,Queens,2017-18,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,115.0,118.0,160.0,251.0,0.492,259.0,0.508,47.0,0.092,13.0,0.025,396.0,0.776,1.0,0.002,4.0,0.008,49.0,0.096,0.0,0.0,81.0,0.159,6.0,0.012,362.0,0.71,0.741
24Q530,International High School at LaGuardia Community C,High School,519,0.85,0.83,0.64,0.8,0.91,0.83,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,2020-02-01T00:00:00.000,2.03,2.38,0.563,0.437,0.545,0.021,0.0,Queens,2019-20,519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,111.0,115.0,175.0,292.0,0.563,227.0,0.437,106.0,0.204,9.0,0.017,352.0,0.678,0.0,0.0,1.0,0.002,51.0,0.098,0.0,0.0,11.0,0.021,314.0,0.605,376.0,0.7240000000000001,0.867
24Q550,High School for Arts and Business,High School,778,0.83,0.95,0.79,0.95,0.94,0.9,Well Developed,Proficient,Proficient,Well Developed,Well Developed,No Data,No Data,No Data,No Data,No Data,2015-03-25T00:00:00.000,2.95,2.85,0.521,0.479,0.078,0.153,0.003,Queens,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",High School,493,0.77,0.75,0.89,0.81,0.91,0.9,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,2016-11-01T00:00:00.000,3.05,3.09,0.444,0.556,0.022,0.176,0.002,Queens,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24Q585,Maspeth High School,High School,1232,0.81,0.89,0.76,0.87,0.86,0.89,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,No Data,No Data,No Data,No Data,No Data,2015-12-08T00:00:00.000,3.27,3.29,0.504,0.496,0.03,0.143,0.0,Queens,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24Q600,Queens Technical High School,High School,1461,0.69,0.77,0.72,0.79,0.85,0.84,Proficient,Developing,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,2017-11-01T00:00:00.000,2.97,3.0,0.389,0.611,0.051,0.176,0.038,Queens,2017-18,1546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,494.0,365.0,239.0,581.0,0.376,965.0,0.624,173.0,0.112,74.0,0.048,1208.0,0.781,1.0,0.001,1.0,0.001,89.0,0.058,0.0,0.0,261.0,0.169,114.0,0.074,,0.856,0.7659999999999999
24Q610,Aviation Career & Technical Education High School,High School,2064,,,,0.95,0.83,0.93,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,2018-10-01T00:00:00.000,3.45,3.71,0.199,0.801,0.025,0.133,0.036,Queens,2018-19,2088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.0,459.0,427.0,639.0,416.0,0.199,1672.0,0.801,769.0,0.368,83.0,0.04,960.0,0.46,3.0,0.001,19.0,0.009,193.0,0.092,61.0,0.029,291.0,0.139,60.0,0.029,,0.638,0.6729999999999999
25Q240,Veritas Academy,High School,608,,,,0.91,0.78,0.94,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,2018-11-01T00:00:00.000,2.83,2.74,0.531,0.469,0.087,0.184,0.066,Queens,2018-19,567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,159.0,133.0,129.0,298.0,0.526,269.0,0.474,76.0,0.134,71.0,0.125,346.0,0.61,4.0,0.007,3.0,0.005,53.0,0.093,14.0,0.025,104.0,0.183,45.0,0.079,399.0,0.7040000000000001,0.6990000000000001
25Q241,Queens High School for Language Studies,High School,447,0.88,0.96,0.98,0.95,0.88,0.96,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,2016-12-01T00:00:00.000,3.04,3.12,0.582,0.418,0.199,0.051,0.002,Queens,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25Q252,"Queens School of Inquiry, The",High School,347,0.76,0.83,0.7,0.85,0.87,0.89,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,2019-05-01T00:00:00.000,3.23,3.41,0.499,0.501,0.012,0.159,0.0,Queens,2018-19,588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,82.0,88.0,92.0,82.0,83.0,78.0,306.0,0.52,282.0,0.48,238.0,0.405,89.0,0.151,138.0,0.235,4.0,0.007,2.0,0.003,104.0,0.177,13.0,0.022,93.0,0.158,25.0,0.043,331.0,0.563,0.557
25Q263,Flushing International High School,High School,449,0.82,0.96,0.84,0.93,0.86,0.96,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Well Developed,2018-04-01T00:00:00.000,1.85,2.4,0.423,0.577,0.824,0.022,0.0,Queens,2017-18,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,125.0,93.0,113.0,207.0,0.468,235.0,0.532,210.0,0.475,4.0,0.009,206.0,0.466,0.0,0.0,5.0,0.011,17.0,0.038,0.0,0.0,9.0,0.02,367.0,0.83,409.0,0.925,
25Q281,East-West School of International Studies,High School,365,0.82,0.87,0.78,0.87,0.9,0.88,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,2018-12-01T00:00:00.000,3.07,3.46,0.447,0.553,0.044,0.159,0.014,Queens,2018-19,649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,92.0,99.0,95.0,96.0,88.0,73.0,308.0,0.475,341.0,0.525,448.0,0.69,43.0,0.066,114.0,0.176,4.0,0.006,4.0,0.006,31.0,0.048,5.0,0.008,93.0,0.143,46.0,0.071,539.0,0.831,0.6729999999999999
25Q285,World Journalism Preparatory: A College Board Scho,High School,339,,,,0.92,0.85,0.92,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,2017-12-01T00:00:00.000,3.22,3.03,0.602,0.398,0.024,0.195,0.0,Queens,2017-18,567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,81.0,72.0,98.0,77.0,75.0,70.0,343.0,0.605,224.0,0.395,85.0,0.15,21.0,0.037,202.0,0.356,4.0,0.007,1.0,0.002,248.0,0.437,6.0,0.011,103.0,0.182,9.0,0.016,323.0,0.57,0.442
25Q425,John Bowne High School,High School,3432,0.72,0.78,0.67,0.77,0.82,0.79,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,Well Developed,Proficient,2017-02-01T00:00:00.000,2.86,2.86,0.501,0.499,0.18,0.153,0.054,Queens,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25Q460,Flushing High School,High School,1483,0.73,0.79,0.65,0.81,0.81,0.83,Developing,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2018-05-01T00:00:00.000,2.75,2.64,0.489,0.511,0.187,0.124,0.032,Queens,2017-18,1692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.0,486.0,356.0,282.0,764.0,0.452,928.0,0.548,285.0,0.168,345.0,0.204,973.0,0.575,5.0,0.003,19.0,0.011,50.0,0.03,15.0,0.009,237.0,0.14,385.0,0.228,,0.764,0.7859999999999999
25Q525,Townsend Harris High School,High School,1219,0.87,0.76,0.83,0.75,0.87,0.83,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,No Data,No Data,No Data,No Data,No Data,2015-01-14T00:00:00.000,4.14,4.29,0.653,0.347,0.001,0.073,0.0,Queens,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25Q670,Robert F. Kennedy Community High School,High School,675,0.79,0.89,0.7,0.9,0.84,0.91,Developing,Developing,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,2019-10-01T00:00:00.000,2.82,2.85,0.444,0.556,0.08,0.172,0.027,Queens,2019-20,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,154.0,147.0,167.0,300.0,0.444,375.0,0.556,228.0,0.338,80.0,0.119,261.0,0.387,0.0,0.0,6.0,0.009,92.0,0.136,8.0,0.012,119.0,0.176,55.0,0.081,540.0,0.8,0.733
26Q315,Business Technology Early College High School,High School,552,0.92,0.95,0.95,0.89,0.92,0.94,Proficient,Proficient,Developing,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,2018-11-01T00:00:00.000,3.02,2.92,0.308,0.692,0.027,0.121,0.002,Queens,2018-19,519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,123.0,100.0,170.0,169.0,0.326,350.0,0.674,128.0,0.247,225.0,0.434,101.0,0.195,4.0,0.008,15.0,0.029,30.0,0.058,16.0,0.031,65.0,0.125,21.0,0.04,347.0,0.669,0.5870000000000001
26Q415,Benjamin N. Cardozo High School,High School,3432,0.88,0.88,0.81,0.82,0.77,0.8,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,2019-04-01T00:00:00.000,3.24,3.35,0.539,0.461,0.041,0.143,0.031,Queens,2018-19,3609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991.0,895.0,863.0,860.0,1963.0,0.544,1646.0,0.456,1526.0,0.423,774.0,0.214,752.0,0.208,27.0,0.007,27.0,0.007,492.0,0.136,11.0,0.003,483.0,0.134,165.0,0.046,,0.636,0.509
26Q430,Francis Lewis High School,High School,4468,0.84,0.84,0.82,0.82,0.74,0.88,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,2016-10-01T00:00:00.000,3.28,3.47,0.488,0.512,0.094,0.143,0.046,Queens,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26Q435,Martin Van Buren High School,High School,1151,0.7,0.84,0.66,,,0.77,Proficient,Developing,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,Well Developed,2018-05-01T00:00:00.000,2.73,2.55,0.446,0.554,0.139,0.141,0.035,Queens,2017-18,1174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,306.0,244.0,253.0,526.0,0.448,647.0,0.551,350.0,0.298,516.0,0.44,199.0,0.17,1.0,0.001,57.0,0.049,45.0,0.038,6.0,0.005,134.0,0.114,145.0,0.124,916.0,0.78,0.6759999999999999
26Q495,Bayside High School,High School,2865,0.76,0.87,0.67,0.85,0.82,0.87,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,2017-03-01T00:00:00.000,3.09,3.22,0.483,0.517,0.069,0.151,0.04,Queens,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26Q566,"Queens High School of Teaching, Liberal Arts and t",High School,1012,0.47,0.41,0.27,0.36,0.81,0.65,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,2018-04-01T00:00:00.000,2.87,2.65,0.524,0.476,0.024,0.184,0.0,Queens,2017-18,1073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,280.0,248.0,232.0,524.0,0.488,549.0,0.512,222.0,0.207,592.0,0.552,154.0,0.144,5.0,0.005,22.0,0.021,71.0,0.066,7.0,0.007,219.0,0.204,29.0,0.027,602.0,0.561,0.41200000000000003
27Q260,Frederick Douglass Academy VI High School,High School,321,0.76,0.83,0.81,0.8,0.77,0.84,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,2017-05-01T00:00:00.000,2.31,1.98,0.442,0.558,0.321,0.243,0.04,Queens,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27Q262,Channel View School for Research,High School,619,0.78,0.92,0.76,0.88,0.86,0.87,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,No Data,No Data,No Data,No Data,No Data,2015-05-15T00:00:00.000,2.98,2.73,0.496,0.504,0.01,0.142,0.015,Queens,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27Q302,"Queens High School for Information, Research, and",High School,481,,,,,,,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,2017-03-01T00:00:00.000,2.61,2.35,0.353,0.647,0.181,0.198,0.004,Queens,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27Q308,Robert H. Goddard High School of Communication Art,High School,614,,,,,,,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,2019-04-01T00:00:00.000,2.99,2.76,0.492,0.508,0.041,0.191,0.008,Queens,2018-19,629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,168.0,149.0,147.0,328.0,0.521,301.0,0.479,165.0,0.262,47.0,0.075,236.0,0.375,0.0,0.0,17.0,0.027,152.0,0.242,12.0,0.019,122.0,0.194,24.0,0.038,475.0,0.755,0.5760000000000001
27Q309,Academy of Medical Technology: A College Board Sch,High School,423,,,,,,,Proficient,Developing,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,2017-12-01T00:00:00.000,2.7,2.35,0.473,0.527,0.189,0.142,0.002,Queens,2017-18,639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,72.0,73.0,128.0,109.0,92.0,92.0,314.0,0.491,325.0,0.509,40.0,0.063,276.0,0.432,279.0,0.437,2.0,0.003,15.0,0.023,25.0,0.039,2.0,0.003,100.0,0.156,110.0,0.172,511.0,0.8,0.8079999999999999
27Q314,Epic High School - South,High School,412,0.72,0.78,0.7,0.82,0.92,0.89,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,2018-05-01T00:00:00.000,2.67,2.42,0.449,0.551,0.075,0.182,0.044,Queens,2017-18,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,93.0,25.0,35.0,147.0,0.447,182.0,0.553,89.0,0.271,112.0,0.34,93.0,0.283,0.0,0.0,13.0,0.04,11.0,0.033,11.0,0.033,59.0,0.179,29.0,0.088,232.0,0.705,0.677
27Q323,Scholars' Academy,High School,684,0.91,0.96,0.88,0.97,0.94,0.96,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,No Data,No Data,No Data,No Data,No Data,2015-01-07T00:00:00.000,3.82,4.04,0.576,0.424,0.0,0.149,0.056,Queens,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27Q324,Rockaway Park High School for Environmental Sustai,High School,288,0.79,0.59,0.77,0.64,0.79,0.78,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,2017-11-01T00:00:00.000,2.52,2.16,0.417,0.583,0.132,0.316,0.035,Queens,2017-18,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,75.0,69.0,74.0,128.0,0.422,175.0,0.578,13.0,0.043,141.0,0.465,103.0,0.34,2.0,0.007,4.0,0.013,29.0,0.096,11.0,0.036,74.0,0.244,26.0,0.086,271.0,0.894,0.799
27Q334,Epic High School - North,High School,444,0.78,0.63,0.8,0.71,0.86,0.83,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,2018-04-01T00:00:00.000,2.68,2.47,0.453,0.547,0.079,0.146,0.002,Queens,2017-18,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,103.0,84.0,90.0,189.0,0.485,201.0,0.515,93.0,0.238,65.0,0.167,165.0,0.423,0.0,0.0,10.0,0.026,23.0,0.059,34.0,0.087,56.0,0.144,24.0,0.062,295.0,0.7559999999999999,0.6829999999999999
27Q351,Rockaway Collegiate High School,High School,327,,,,,,,Proficient,Developing,Proficient,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,2018-03-01T00:00:00.000,2.45,2.17,0.468,0.532,0.122,0.278,0.07,Queens,2017-18,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,104.0,43.0,76.0,159.0,0.483,170.0,0.517,18.0,0.055,172.0,0.523,108.0,0.328,0.0,0.0,4.0,0.012,17.0,0.052,10.0,0.03,81.0,0.246,32.0,0.097,264.0,0.802,0.7809999999999999
